Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,IN,19667,Utilities Dist-Western IN REMC,MISO,AC,0.668,0.025,0.000,0.000,0.693,81,4,0,0,85,0.095,0.000,0.000,0.000,0.095,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,325.714,10.051,0.000,0.000,335.765,0.002,0.002,0.000,0.000,0.004,1,2,0,0,3,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.670,0.027,0.000,0.000,0.697,82,6,0,0,88,325.714,10.051,0.000,0.000,335.765
2020,IN,20216,Whitewater Valley Rural EMC,MISO,AC,0.243,.,.,.,0.243,24,.,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,132.640,.,.,.,132.640,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.243,0.000,0.000,0.000,0.243,24,0,0,0,24,132.640,0.000,0.000,0.000,132.640
2020,IN,20603,Northeastern Rural E M C,PJM,AC,0.240,.,.,.,0.240,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.000,.,.,.,10.000,0.017,.,.,.,0.017,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.257,0.000,0.000,0.000,0.257,18,0,0,0,18,10.000,0.000,0.000,0.000,10.000
2020,IN,22822,Clark County Rural E M C - (IN),MISO,AC,0.275,.,.,.,0.275,34,.,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120.729,.,.,.,120.729,0.010,.,.,.,0.010,1,.,.,.,1,2.930,.,.,.,2.930,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.285,0.000,0.000,0.000,0.285,35,0,0,0,35,123.659,0.000,0.000,0.000,123.659
2020,IN,24753,Boone County Rural EMC,MISO,DC,0.600,.,.,.,0.600,38,.,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292.583,.,.,.,292.583,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.600,0.000,0.000,0.000,0.600,38,0,0,0,38,292.583,0.000,0.000,0.000,292.583
2020,IN,25295,Western Indiana Energy REMC,MISO,AC,0.241,0.003,.,.,0.244,24,1,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,117.577,.,.,.,117.577,.,0.015,.,.,0.015,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.241,0.018,0.000,0.000,0.259,24,2,0,0,26,117.577,0.000,0.000,0.000,117.577
2020,IN,27599,Carroll-White REMC,MISO,AC,0.303,.,.,.,0.303,30,.,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150.240,.,.,.,150.240,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.304,0.000,0.000,0.000,0.304,31,0,0,0,31,150.240,0.000,0.000,0.000,150.240
2020,IN,99999,Adjustment 2020,MISO,,-0.113,-0.006,.,.,-0.119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.113,-0.006,.,.,-0.119,.,.,.,.,.,.,.,.,.,.
2020,KS,5860,Empire District Electric Co,SWPP,DC,0.220,0.246,.,.,0.466,24,10,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.451,16.042,.,.,41.493,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.246,0.000,0.000,0.466,24,10,0,0,34,25.451,16.042,0.000,0.000,41.493
2020,KS,9996,City of Kansas City - (KS),SWPP,AC,0.575,0.539,0.000,0.000,1.114,84,10,0,0,94,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,355.552,65.878,0.000,0.000,421.430,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.575,0.539,0.000,0.000,1.114,84,10,0,0,94,355.552,65.878,0.000,0.000,421.430
2020,KS,10000,Evergy Metro,SWPP,DC,4.222,4.104,.,.,8.326,486,63,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,334.251","1,060.598",.,.,"3,394.849",0.014,0.022,.,.,0.036,5,3,.,.,8,4.529,1.472,.,.,6.001,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.236,4.126,0.000,0.000,8.362,491,66,0,0,557,"2,338.780","1,062.070",0.000,0.000,"3,400.850"
2020,KS,10005,"Evergy Kansas South, Inc",SWPP,AC,3.007,2.164,.,.,5.171,402,51,.,.,453,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.014,1.007,.,.,1.021,5,4,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.021,3.171,0.000,0.000,6.192,407,55,0,0,462,0.000,0.000,0.000,0.000,0.000
2020,KS,10019,FreeState Electric Coop,SWPP,DC,1.703,.,.,.,1.703,211,.,.,.,211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,.,.,.,0.100,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.803,0.000,0.000,0.000,1.803,225,0,0,0,225,0.000,0.000,0.000,0.000,0.000
2020,KS,12208,City of McPherson - (KS),SWPP,AC,0.040,.,.,.,0.040,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.000,0.000,0.000,0.040,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2020,KS,13799,Prairie Land Electric Coop Inc,SWPP,AC,0.071,0.040,.,.,0.111,10,3,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.040,0.103,.,.,0.143,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.111,0.143,0.000,0.000,0.254,12,6,0,0,18,0.000,0.000,0.000,0.000,0.000
2020,KS,15073,"Pioneer Electric Coop, Inc - (KS)",SWPP,AC,0.017,0.101,0.000,0.000,0.118,20,2,0,0,22,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,35.606,60.154,0.000,0.000,95.760,0.005,0.015,0.000,0.000,0.020,1,1,0,0,2,0.000,9.178,0.000,0.000,9.178,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.022,0.116,0.000,0.000,0.138,21,3,0,0,24,35.606,69.332,0.000,0.000,104.938
2020,KS,19160,"Tri-County Electric Coop, Inc (OK)",SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.067,0.077,.,.,0.144,37,43,.,.,80,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.067,0.077,0.000,0.000,0.144,37,43,0,0,80,0.000,0.000,0.000,0.000,0.000
2020,KS,19820,Victory Electric Coop Assn Inc,SWPP,AC,0.034,0.177,.,.,0.211,3,4,.,.,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.010,0.040,.,.,0.050,2,1,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.044,0.217,0.000,0.000,0.261,5,5,0,0,10,0.000,0.000,0.000,0.000,0.000
2020,KS,20476,Western Coop Electric Assn Inc,SWPP,DC,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.000,0.000,0.000,0.014,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,KS,20510,"Wheatland Electric Coop, Inc",SWPP,AC,0.083,0.030,.,.,0.113,9,3,.,.,12,0.010,0.000,.,.,0.010,1,0,.,.,1,.,.,.,.,0.000,.,.,.,.,0,37.856,5.753,.,.,43.609,0.010,0.010,.,.,0.020,1,1,.,.,2,9.173,10.140,.,.,19.313,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.093,0.040,0.000,0.000,0.133,10,4,0,0,14,47.029,15.893,0.000,0.000,62.922
2020,KS,22500,"Evergy Kansas Central, Inc",SWPP,AC,5.378,3.987,.,.,9.365,739,115,.,.,854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.070,0.469,.,.,0.539,16,12,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.448,4.456,0.000,0.000,9.904,755,127,0,0,882,0.000,0.000,0.000,0.000,0.000
2020,KS,60839,Southern Pioneer Electric Company,SWPP,AC,0.097,.,.,.,0.097,12,.,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.034,.,.,.,78.034,.,0.275,.,.,0.275,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.097,0.275,0.000,0.000,0.372,12,1,0,0,13,78.034,0.000,0.000,0.000,78.034
2020,KS,99999,Adjustment 2020,SWPP,,-1.072,-0.759,.,.,-1.831,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.072,-0.759,.,.,-1.831,.,.,.,.,.,.,.,.,.,.
2020,KY,690,City of Bardstown - (KY),LGEE,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.000,0.000,0.000,0.022,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2020,KY,1886,Blue Grass Energy Coop Corp,PJM,AC,1.138,.,.,.,1.138,132,.,.,.,132,.,.,.,.,0.000,.,.,.,.,0,0.061,.,.,.,0.061,44,.,.,.,44,.,.,.,.,0.000,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.212,0.000,0.000,0.000,1.212,178,0,0,0,178,0.000,0.000,0.000,0.000,0.000
2020,KY,3687,Clark Energy Coop Inc - (KY),PJM,AC,0.331,.,.,.,0.331,33,.,.,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142.050,.,.,.,142.050,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.331,0.000,0.000,0.000,0.331,33,0,0,0,33,142.050,0.000,0.000,0.000,142.050
2020,KY,4622,"Cumberland Valley Electric, Inc.",PJM,AC,0.092,0.208,.,.,0.300,14,7,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47.000,182.000,.,.,229.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.092,0.208,0.000,0.000,0.300,14,7,0,0,21,47.000,182.000,0.000,0.000,229.000
2020,KY,6194,Farmers Rural Electric Coop Corp - (KY),PJM,AC,0.264,.,.,.,0.264,32,.,.,.,32,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.270,0.000,0.000,0.000,0.270,33,0,0,0,33,0.000,0.000,0.000,0.000,0.000
2020,KY,6442,Fleming-Mason Energy Coop Inc,PJM,AC,0.183,.,.,.,0.183,40,.,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.187,0.000,0.000,0.000,0.187,41,0,0,0,41,0.000,0.000,0.000,0.000,0.000
2020,KY,6708,City of Frankfort - (KY),LGEE,AC,0.210,0.075,.,.,0.285,14,5,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50.706,21.823,.,.,72.529,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.210,0.075,0.000,0.000,0.285,14,5,0,0,19,50.706,21.823,0.000,0.000,72.529
2020,KY,7558,Grayson Rural Electric Coop Corp,PJM,AC,0.126,0.030,.,.,0.156,10,1,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47.820,4.800,.,.,52.620,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.126,0.030,0.000,0.000,0.156,10,1,0,0,11,47.820,4.800,0.000,0.000,52.620
2020,KY,8449,Henderson City Utility Comm,MISO,AC,0.012,0.066,0.000,0.000,0.078,2,3,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.662,.,.,.,6.662,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.066,0.000,0.000,0.078,2,3,0,0,5,6.662,0.000,0.000,0.000,6.662
2020,KY,9292,Inter County Energy Coop Corp,PJM,AC,0.498,.,.,.,0.498,55,.,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.498,0.000,0.000,0.000,0.498,55,0,0,0,55,0.000,0.000,0.000,0.000,0.000
2020,KY,9575,Jackson Energy Coop Corp - (KY),PJM,AC,0.362,0.082,.,.,0.444,43,4,.,.,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.362,0.082,0.000,0.000,0.444,43,4,0,0,47,0.000,0.000,0.000,0.000,0.000
2020,KY,9605,Jackson Purchase Energy Corporation,MISO,AC,0.203,0.172,.,.,0.375,16,7,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.203,0.172,0.000,0.000,0.375,16,7,0,0,23,0.000,0.000,0.000,0.000,0.000
2020,KY,9964,Kenergy Corp,MISO,AC,2.619,0.524,.,.,3.143,207,28,.,.,235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.018,.,.,.,0.018,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.619,0.524,0.000,0.000,3.143,207,28,0,0,235,0.018,0.000,0.000,0.000,0.018
2020,KY,10171,Kentucky Utilities Co,LGEE,DC,3.996,1.322,0.039,.,5.357,462,94,2,.,558,0.293,0.010,.,.,0.303,14,1,.,.,15,.,.,.,.,0.000,.,.,.,.,0,346.526,159.320,.,.,505.846,0.009,0.002,.,.,0.011,4,1,.,.,5,.,.,.,.,0.000,.,.,0.030,.,0.030,.,.,1,.,1,.,.,.,.,0.000,4.005,1.324,0.069,0.000,5.398,466,95,3,0,564,346.526,159.320,0.000,0.000,505.846
2020,KY,11249,Louisville Gas & Electric Co,LGEE,DC,4.049,0.871,0.000,0.000,4.920,566,56,0,0,622,0.043,0.000,0.000,0.000,0.043,4,0,0,0,4,.,.,.,.,0.000,.,.,.,.,0,274.980,104.338,.,.,379.318,0.008,0.006,.,.,0.014,3,2,.,.,5,0.035,0.041,.,.,0.076,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.057,0.877,0.000,0.000,4.934,569,58,0,0,627,275.015,104.379,0.000,0.000,379.394
2020,KY,12243,Meade County Rural E C C,MISO,AC,0.379,.,.,.,0.379,41,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.379,0.000,0.000,0.000,0.379,41,0,0,0,41,0.000,0.000,0.000,0.000,0.000
2020,KY,13651,Nolin Rural Electric Coop Corp,PJM,DC,0.664,0.036,.,.,0.700,72,3,.,.,75,0.015,0.007,.,.,0.022,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0,338.270,24.130,.,.,362.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.664,0.036,0.000,0.000,0.700,72,3,0,0,75,338.270,24.130,0.000,0.000,362.400
2020,KY,14251,Owen Electric Coop Inc,PJM,AC,0.542,0.243,.,.,0.785,59,3,.,.,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.543,0.243,0.000,0.000,0.786,60,3,0,0,63,0.000,0.000,0.000,0.000,0.000
2020,KY,14268,City of Owensboro - (KY),LGEE,DC,0.114,1.022,.,.,1.136,14,11,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.160,149.610,.,.,197.770,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.114,1.022,0.000,0.000,1.136,14,11,0,0,25,48.160,149.610,0.000,0.000,197.770
2020,KY,16587,Salt River Electric Coop Corp,PJM,AC,0.766,.,.,.,0.766,77,.,.,.,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,306.100,.,.,.,306.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.766,0.000,0.000,0.000,0.766,77,0,0,0,77,306.100,0.000,0.000,0.000,306.100
2020,KY,17044,"Shelby Energy Co-op, Inc",PJM,AC,0.369,0.024,.,.,0.393,41,1,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.369,0.024,0.000,0.000,0.393,41,1,0,0,42,0.000,0.000,0.000,0.000,0.000
2020,KY,17564,South Kentucky Rural E C C,PJM,AC,0.295,0.082,.,.,0.377,36,4,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.224,3.928,.,.,17.152,0.001,.,.,.,0.001,1,.,.,.,1,0.068,.,.,.,0.068,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.296,0.082,0.000,0.000,0.378,37,4,0,0,41,13.292,3.928,0.000,0.000,17.220
2020,KY,18498,Taylor County Rural E C C,PJM,AC,0.110,.,.,.,0.110,13,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.111,0.000,0.000,0.000,0.111,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000
2020,KY,19446,Duke Energy Kentucky,PJM,AC,1.099,0.612,0.019,.,1.730,106,7,2,.,115,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.099,0.612,0.019,0.000,1.730,106,7,2,0,115,0.000,0.000,0.000,0.000,0.000
2020,KY,22053,Kentucky Power Co,PJM,AC,0.467,0.370,0.151,0.000,0.988,47,16,1,0,64,0.012,0.000,0.000,0.000,0.012,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,225.177,181.492,0.000,0.000,406.669,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.472,0.370,0.151,0.000,0.993,48,16,1,0,65,225.177,181.492,0.000,0.000,406.669
2020,KY,49998,City of Berea Municipal Utility,LGEE,AC,0.021,0.261,0.000,0.000,0.282,8,8,0,0,16,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,8.092,38.546,0.000,0.000,46.638,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,0.261,0.000,0.000,0.282,8,8,0,0,16,8.092,38.546,0.000,0.000,46.638
2020,KY,99999,Adjustment 2020,LGEE,,-1.423,-0.561,-0.007,0.000,-1.990,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.423,-0.561,-0.007,0.000,-1.990,.,.,.,.,.,.,.,.,.,.
2020,KY,99999,Adjustment 2020,PJM,,-0.116,-0.006,.,.,-0.122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.116,-0.006,.,.,-0.122,.,.,.,.,.,.,.,.,.,.
2020,LA,1458,"Beauregard Electric Coop, Inc",MISO,AC,1.505,.,.,.,1.505,236,.,.,.,236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.009,.,.,.,0.009,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.514,0.000,0.000,0.000,1.514,238,0,0,0,238,0.000,0.000,0.000,0.000,0.000
2020,LA,3265,Cleco Power LLC,MISO,AC,17.428,1.222,0.000,0.000,18.650,"3,204",117,0,0,"3,321",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.007,.,.,.,0.007,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,17.435,1.222,0.000,0.000,18.657,"3,208",117,0,0,"3,325",0.000,0.000,0.000,0.000,0.000
2020,LA,3641,"Claiborne Electric Coop, Inc",MISO,AC,0.486,.,.,.,0.486,75,.,.,.,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.486,0.000,0.000,0.000,0.486,75,0,0,0,75,0.000,0.000,0.000,0.000,0.000
2020,LA,4153,"Concordia Electric Coop, Inc",MISO,DC,0.188,.,.,.,0.188,27,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74.303,.,.,.,74.303,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.188,0.000,0.000,0.000,0.188,27,0,0,0,27,74.303,0.000,0.000,0.000,74.303
2020,LA,5202,Dixie Electric Membership Corp,MISO,DC,5.031,0.097,0.034,0.000,5.162,831,17,1,0,849,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"2,339.630",0.000,0.000,0.000,"2,339.630",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,5.031,0.097,0.034,0.000,5.162,831,17,1,0,849,"2,339.630",0.000,0.000,0.000,"2,339.630"
