|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2021,MN,4577,Crow Wing Cooperative Power & Light Comp,MISO,AC,0.722,0.362,.,.,1.084,76,19,.,.,95,.,.,.,.,0.000,.,.,.,.,0,0.081,.,.,.,0.081,67,.,.,.,67,466.700,469.300,.,.,936.000,0.028,0.010,.,.,0.038,2,1,.,.,3,20.775,11.542,.,.,32.317,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.831,0.372,0.000,0.000,1.203,145,20,0,0,165,487.475,480.842,0.000,0.000,968.317
2021,MN,5574,East Central Energy,MISO,AC,2.896,0.530,0.000,0.000,3.426,256,27,0,0,283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,460.622",193.269,0.000,0.000,"1,653.891",0.076,0.042,0.000,0.000,0.118,5,3,0,0,8,0.426,3.240,0.000,0.000,3.666,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.972,0.572,0.000,0.000,3.544,261,30,0,0,291,"1,461.048",196.509,0.000,0.000,"1,657.557"
2021,MN,5773,City of Elk River,MISO,AC,0.243,0.017,.,.,0.260,25,2,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,.,.,.,0.030,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.273,0.017,0.000,0.000,0.290,28,2,0,0,30,0.000,0.000,0.000,0.000,0.000
2021,MN,6258,Federated Rural Electric Assn,MISO,AC,0.108,0.612,.,.,0.720,9,16,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.150,.,.,0.150,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.108,0.762,0.000,0.000,0.870,9,20,0,0,29,0.000,0.000,0.000,0.000,0.000
2021,MN,6782,Freeborn Mower Electric Cooperative,MISO,AC,1.400,1.194,0.000,0.000,2.594,65,30,0,0,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,966.452,551.548,0.000,0.000,"1,518.000",0.188,0.117,0.000,0.000,0.305,7,3,0,0,10,118.333,95.890,0.000,0.000,214.223,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,1.588,1.311,0.000,0.000,2.899,72,33,0,0,105,"1,084.785",647.438,0.000,0.000,"1,732.223"
2021,MN,8319,Heartland Power Coop,MISO,AC,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.400,.,.,.,5.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,5.400,0.000,0.000,0.000,5.400
2021,MN,9475,Itasca-Mantrap Co-op Electrical Assn,MISO,AC,0.258,0.044,.,.,0.302,26,2,.,.,28,.,.,.,.,0.000,.,.,.,.,0,0.046,0.020,.,.,0.066,46,1,.,.,47,.,.,.,.,0.000,0.040,0.020,.,.,0.060,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.344,0.084,0.000,0.000,0.428,74,4,0,0,78,0.000,0.000,0.000,0.000,0.000
2021,MN,10596,City of Lake Crystal - (MN),MISO,AC,0.025,.,.,.,0.025,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2021,MN,10618,Lake Region Electric Cooperative - (MN),MISO,AC,0.693,0.034,.,.,0.727,51,1,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,735.507,52.614,.,.,788.121,0.134,0.040,.,.,0.174,14,1,.,.,15,34.453,15.804,.,.,50.257,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.827,0.074,0.000,0.000,0.901,65,2,0,0,67,769.960,68.418,0.000,0.000,838.378
2021,MN,10697,Lake Country Power,MISO,AC,1.010,0.212,.,.,1.222,138,15,.,.,153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,0.000,.,.,0.020,7,0,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.030,0.212,0.000,0.000,1.242,145,15,0,0,160,0.000,0.000,0.000,0.000,0.000
2021,MN,11731,City of Marshall - (MN),MISO,AC,0.016,0.179,0.000,0.000,0.195,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,29.760,0.000,0.000,29.760,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.016,0.179,0.000,0.000,0.195,5,3,0,0,8,0.000,29.760,0.000,0.000,29.760
2021,MN,12227,Meeker Coop Light & Power Assn,MISO,DC,1.180,.,.,.,1.180,47,.,.,.,47,.,.,.,.,0.000,.,.,.,.,0,0.039,.,.,.,0.039,39,.,.,.,39,"1,096.470",.,.,.,"1,096.470",0.055,.,.,.,0.055,3,.,.,.,3,56.010,.,.,.,56.010,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.274,0.000,0.000,0.000,1.274,89,0,0,0,89,"1,152.480",0.000,0.000,0.000,"1,152.480"
2021,MN,12546,Mille Lacs Energy Cooperative,MISO,AC,0.221,0.014,.,.,0.235,23,3,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.221,0.015,0.000,0.000,0.236,23,4,0,0,27,0.000,0.000,0.000,0.000,0.000
2021,MN,12647,"ALLETE, Inc.",MISO,AC,3.852,5.489,0.022,0.000,9.363,467,125,2,0,594,0.100,0.006,0.000,0.000,0.106,10,1,0,0,11,0.520,0.520,0.000,0.000,1.040,95,2,0,0,97,"1,082.403",531.434,0.000,0.000,"1,613.837",0.082,0.093,.,.,0.175,8,7,.,.,15,0.055,0.000,.,.,0.055,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.454,6.102,0.022,0.000,10.578,570,134,2,0,706,"1,082.458",531.434,0.000,0.000,"1,613.892"
2021,MN,12651,Minnesota Valley Electric Coop,MISO,AC,1.757,0.113,.,.,1.870,159,6,.,.,165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,016.924",73.847,.,.,"2,090.771",0.173,0.140,.,.,0.313,8,4,.,.,12,52.255,62.945,.,.,115.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.930,0.253,0.000,0.000,2.183,167,10,0,0,177,"2,069.179",136.792,0.000,0.000,"2,205.971"
2021,MN,12894,City of Moorhead - (MN),SWPP,AC,0.076,0.026,0.180,.,0.282,10,3,1,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.076,0.026,0.180,0.000,0.282,10,3,1,0,14,0.000,0.000,0.000,0.000,0.000
2021,MN,13781,Northern States Power Co - Minnesota,MISO,DC,44.390,30.052,17.208,0.000,91.650,"5,885",903,228,0,"7,016",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,44.390,30.052,17.208,0.000,91.650,"5,885",903,228,0,"7,016",0.000,0.000,0.000,0.000,0.000
2021,MN,14232,Otter Tail Power Co,MISO,AC,0.305,1.418,.,.,1.723,31,27,.,.,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.462,11.249,.,.,22.711,0.002,0.109,.,.,0.111,1,6,.,.,7,0.043,0.076,.,.,0.119,.,0.035,.,.,0.035,.,1,.,.,1,.,0.000,.,.,0.000,0.307,1.562,0.000,0.000,1.869,32,34,0,0,66,11.505,11.325,0.000,0.000,22.830
2021,MN,14246,City of Owatonna - (MN),MISO,AC,0.147,0.076,0.000,0.000,0.223,20,2,0,0,22,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.147,0.076,0.000,0.000,0.223,20,2,0,0,22,0.000,0.000,0.000,0.000,0.000
2021,MN,14468,People's Cooperative Services,MISO,AC,1.956,0.988,0.000,0.000,2.944,135,37,0,0,172,.,.,.,.,0.000,.,.,.,.,0,0.250,0.000,0.000,0.000,0.250,143,0,0,0,143,"1,577.796",836.199,0.000,0.000,"2,413.995",0.055,0.099,0.000,0.000,0.154,3,4,0,0,7,16.936,46.405,0.000,0.000,63.341,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.261,1.087,0.000,0.000,3.348,281,41,0,0,322,"1,594.732",882.604,0.000,0.000,"2,477.336"
2021,MN,16181,Rochester Public Utilities,MISO,AC,1.697,0.241,.,.,1.938,219,11,.,.,230,.,.,.,.,0.000,.,.,.,.,0,0.286,.,.,.,0.286,208,.,.,.,208,"1,552.631",94.568,.,.,"1,647.199",0.003,.,.,.,0.003,1,.,.,.,1,0.135,.,.,.,0.135,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.986,0.241,0.000,0.000,2.227,428,11,0,0,439,"1,552.766",94.568,0.000,0.000,"1,647.334"
2021,MN,16368,Runestone Electric Assn,MISO,AC,0.526,0.080,.,.,0.606,36,2,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383.665,.,.,.,383.665,0.107,0.080,.,.,0.187,7,2,.,.,9,76.548,.,.,.,76.548,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.633,0.160,0.000,0.000,0.793,43,4,0,0,47,460.213,0.000,0.000,0.000,460.213
2021,MN,16971,Shakopee Public Utilities Comm,MISO,AC,1.267,0.157,0.000,.,1.424,180,10,.,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.267,0.157,0.000,0.000,1.424,180,10,0,0,190,0.000,0.000,0.000,0.000,0.000
2021,MN,17267,Sioux Valley SW Elec Coop,SWPP,DC,0.136,0.028,.,.,0.164,9,2,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161.285,9.409,.,.,170.694,0.012,.,.,.,0.012,2,.,.,.,2,7.190,.,.,.,7.190,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.148,0.028,0.000,0.000,0.176,11,2,0,0,13,168.475,9.409,0.000,0.000,177.884
2021,MN,17550,South Central Electric Assn,MISO,AC,0.612,0.149,.,.,0.761,25,4,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594.327,129.126,.,.,723.453,0.183,0.191,.,.,0.374,6,7,.,.,13,186.466,123.506,.,.,309.972,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.795,0.340,0.000,0.000,1.135,31,11,0,0,42,780.793,252.632,0.000,0.000,"1,033.425"
2021,MN,18019,Stearns Cooperative Elec Assn,MISO,AC,1.258,0.263,0.040,.,1.561,85,9,1,.,95,.,.,.,.,0.000,.,.,.,.,0,0.016,0.000,0.000,.,0.016,26,0,0,.,26,"1,071.180",111.666,59.106,.,"1,241.952",0.298,0.020,0.000,.,0.318,12,1,0,.,13,143.916,0.000,0.000,.,143.916,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.572,0.283,0.040,0.000,1.895,123,10,1,0,134,"1,215.096",111.666,59.106,0.000,"1,385.868"
2021,MN,18047,Steele-Waseca Cooperative Electric,MISO,AC,1.810,0.040,.,.,1.850,117,1,.,.,118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,544.000",64.000,.,.,"2,608.000",0.793,0.012,.,.,0.805,23,1,.,.,24,556.000,19.000,.,.,575.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.603,0.052,0.000,0.000,2.655,140,2,0,0,142,"3,100.000",83.000,0.000,0.000,"3,183.000"
2021,MN,19157,MiEnergy Cooperative,MISO,AC,5.038,1.849,.,.,6.887,258,61,.,.,319,0.008,.,.,.,0.008,1,.,.,.,1,0.074,.,.,.,0.074,94,.,.,.,94,"5,584.615","2,049.613",.,.,"7,634.228",0.186,0.055,.,.,0.241,11,2,.,.,13,206.181,60.967,.,.,267.148,0.036,.,.,.,0.036,1,.,.,.,1,0.000,.,.,.,0.000,5.334,1.904,0.000,0.000,7.238,364,63,0,0,427,"5,790.796","2,110.580",0.000,0.000,"7,901.376"
2021,MN,20639,"Wild Rice Electric Coop, Inc",MISO,AC,0.332,0.391,.,.,0.723,21,16,.,.,37,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,453.520,623.050,.,.,"1,076.570",0.006,0.050,.,.,0.056,2,1,.,.,3,1.200,0.653,.,.,1.853,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.338,0.441,0.000,0.000,0.779,23,17,0,0,40,454.720,623.703,0.000,0.000,"1,078.423"
2021,MN,20737,Willmar Municipal Utilities,MISO,AC,0.043,0.020,.,.,0.063,4,1,.,.,5,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,0.020,0.000,0.000,0.063,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2021,MN,20996,Wright-Hennepin Coop Elec Assn,MISO,AC,1.653,0.398,0.000,0.000,2.051,127,12,0,0,139,.,.,.,.,0.000,.,.,.,.,0,0.075,.,.,.,0.075,40,.,.,.,40,673.023,68.918,.,.,741.941,0.100,.,.,.,0.100,6,.,.,.,6,10.231,.,.,.,10.231,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.828,0.398,0.000,0.000,2.226,173,12,0,0,185,683.254,68.918,0.000,0.000,752.172
2021,MN,21013,City of Worthington - (MN),MISO,AC,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2021,MN,25177,Dakota Electric Association,MISO,AC,6.575,0.583,0.000,.,7.158,716,19,0,.,735,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.110,0.095,0.000,.,0.205,6,4,0,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.685,0.678,0.000,0.000,7.363,722,23,0,0,745,0.000,0.000,0.000,0.000,0.000
2021,MN,40304,Minnesota Valley Coop L&P Assn,MISO,AC,0.232,.,.,.,0.232,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,218.062,.,.,.,218.062,0.187,.,.,.,0.187,6,.,.,.,6,55.619,.,.,.,55.619,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.419,0.000,0.000,0.000,0.419,24,0,0,0,24,273.681,0.000,0.000,0.000,273.681
2021,MN,99999,Adjustment 2021,MISO,,-7.947,-5.241,-3.001,0.000,-16.190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.007,.,.,.,-0.007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.954,-5.241,-3.001,0.000,-16.196,.,.,.,.,.,.,.,.,.,.
2021,MN,99999,Adjustment 2021,SWPP,,-0.024,-0.005,.,.,-0.029,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.024,-0.005,.,.,-0.029,.,.,.,.,.,.,.,.,.,.
2021,MO,1775,Black River Electric Coop - (MO),AECI,AC,0.523,.,.,.,0.523,53,.,.,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,0.014,.,.,.,0.014,3,.,.,.,3,.,.,.,.,0.000,0.545,0.000,0.000,0.000,0.545,59,0,0,0,59,0.000,0.000,0.000,0.000,0.000
2021,MO,2001,Boone Electric Coop,AECI,AC,1.970,.,.,.,1.970,197,.,.,.,197,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,158.100",.,.,.,"1,158.100",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.970,0.000,0.000,0.000,1.970,197,0,0,0,197,"1,158.100",0.000,0.000,0.000,"1,158.100"
2021,MO,3113,City of Carthage - (MO),SWPP,AC,0.277,0.606,.,.,0.883,30,5,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.277,0.606,0.000,0.000,0.883,30,5,0,0,35,0.000,0.000,0.000,0.000,0.000
2021,MO,3268,Central Missouri Elec Coop Inc,AECI,AC,0.870,.,.,.,0.870,71,.,.,.,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.872,0.000,0.000,0.000,0.872,72,0,0,0,72,0.000,0.000,0.000,0.000,0.000
2021,MO,3600,Citizens Electric Corporation - (MO),MISO,DC,0.881,0.100,.,.,0.981,111,4,.,.,115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,274.276,78.430,.,.,352.706,0.015,.,.,.,0.015,3,.,.,.,3,3.099,.,.,.,3.099,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.896,0.100,0.000,0.000,0.996,114,4,0,0,118,277.375,78.430,0.000,0.000,355.805
2021,MO,4045,City of Columbia - (MO),MISO,DC,2.302,1.041,0.310,.,3.653,309,33,2,.,344,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,118.000",399.000,.,.,"1,517.000",0.000,0.001,.,.,0.001,.,1,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.302,1.042,0.310,0.000,3.654,309,34,2,0,345,"1,118.000",399.000,0.000,0.000,"1,517.000"
2021,MO,4063,Co-Mo Electric Coop Inc,AECI,AC,1.265,0.138,.,.,1.403,109,7,.,.,116,0.059,.,.,.,0.059,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,190.510,5.939,.,.,196.449,.,0.004,.,.,0.004,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.265,0.142,0.000,0.000,1.407,109,9,0,0,118,190.510,5.939,0.000,0.000,196.449
2021,MO,4160,Callaway Electric Cooperative,AECI,AC,0.768,0.202,.,.,0.970,76,6,.,.,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.771,0.202,0.000,0.000,0.973,77,6,0,0,83,0.000,0.000,0.000,0.000,0.000
2021,MO,4237,Consolidated Electric Coop,AECI,AC,0.479,0.248,.,.,0.727,32,6,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82.530,22.640,.,.,105.170,0.029,.,.,.,0.029,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.508,0.248,0.000,0.000,0.756,39,6,0,0,45,82.530,22.640,0.000,0.000,105.170
2021,MO,4524,"Crawford Electric Coop, Inc",AECI,AC,0.541,0.032,.,.,0.573,60,4,.,.,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.881,11.781,.,.,97.662,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.541,0.032,0.000,0.000,0.573,60,4,0,0,64,85.881,11.781,0.000,0.000,97.662
2021,MO,4675,Cuivre River Electric Coop Inc,AECI,AC,1.012,.,.,.,1.012,116,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,537.643,.,.,.,537.643,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.012,0.000,0.000,0.000,1.012,116,0,0,0,116,537.643,0.000,0.000,0.000,537.643
2021,MO,5860,Empire District Electric Co,SWPP,DC,49.270,12.510,0.730,.,62.510,"2,510",351,6,.,"2,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,719.012","1,503.525",.,.,"5,222.537",0.030,0.070,0.010,.,0.110,6,2,1,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,0.000,.,0.000,49.300,12.580,0.740,0.000,62.620,"2,516",353,7,0,"2,876","3,719.012","1,503.525",0.000,0.000,"5,222.537"
2021,MO,6181,"Farmers Electric Coop, Inc - (MO)",AECI,AC,0.947,0.118,.,.,1.065,92,2,.,.,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,576.351,106.492,.,.,682.843,0.010,.,.,.,0.010,1,.,.,.,1,1.500,.,.,.,1.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.957,0.118,0.000,0.000,1.075,93,2,0,0,95,577.851,106.492,0.000,0.000,684.343
2021,MO,6205,City of Farmington - (MO),MISO,AC,0.050,.,.,.,0.050,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.000,0.000,0.000,0.050,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
