|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Number of.Customers Enrolled.Residential|,|Number of.Customers Enrolled.Commercial|,|Number of.Customers Enrolled.Industrial|,|Number of.Customers Enrolled.Transportation|,|Number of.Customers Enrolled.Total|,|Types of Program.Time of Use Pricing.Residential|,|Types of Program.Time of Use Pricing.Commercial|,|Types of Program.Time of Use Pricing.Industrial|,|Types of Program.Time of Use Pricing.Transportation|,|Types of Program.Real Time Pricing.Residential|,|Types of Program.Real Time Pricing.Commercial|,|Types of Program.Real Time Pricing.Industrial|,|Types of Program.Real Time Pricing.Transportation|,|Types of Program.Variable Peak Pricing.Residential|,|Types of Program.Variable Peak Pricing.Commercial|,|Types of Program.Variable Peak Pricing.Industrial|,|Types of Program.Variable Peak Pricing.Transportation|,|Types of Program.Critical Peak Pricing.Residential|,|Types of Program.Critical Peak Pricing.Commercial|,|Types of Program.Critical Peak Pricing.Industrial|,|Types of Program.Critical Peak Pricing.Transportation|,|Types of Program.Critical Peak Rebate.Residential|,|Types of Program.Critical Peak Rebate.Commercial|,|Types of Program.Critical Peak Rebate.Industrial|,|Types of Program.Critical Peak Rebate.Transportation|
2021,13684,Nobles Cooperative Electric,Y,MN,MISO,2,.,.,.,2,,,,,,,,,,,,,,,,,,,,
2021,13685,"Niobrara Electric Assn, Inc",Y,NE,WACM,5,1,.,.,6,,,,,,,,,,,,,,,,,,,,
2021,13685,"Niobrara Electric Assn, Inc",Y,WY,WACM,17,.,.,.,17,,,,,,,,,,,,,,,,,,,,
2021,13693,"North Central Elec Coop, Inc",,OH,PJM,"8,392","1,238",18,.,"9,648",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,13697,North Central Power Co Inc,,WI,MISO,89,3,5,0,97,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,13698,North Central Public Pwr Dist,Y,NE,SWPP,.,30,.,.,30,,,,,,,,,,,,,,,,,,,,
2021,13716,North Georgia Elec Member Corp,,GA,TVA,0,52,32,0,84,,Y,Y,,,Y,,,,,,,,,,,,,,
2021,13718,City of North Little Rock - (AR),,AR,MISO,.,38,15,.,53,,Y,Y,,,,,,,,,,,,,,,,,
2021,13730,City of North St Paul - (MN),Y,MN,MISO,.,1,.,.,1,,,,,,,,,,,,,,,,,,,,
2021,13735,Northcentral Mississippi E P A,,MS,TVA,2,0,4,0,6,Y,,Y,,,,,,,,,,,,,,,,,
2021,13739,Northeast Power,,NE,SWPP,33,.,692,.,725,Y,,Y,,,,,,,,,,,,Y,,,,,
2021,13762,"Northern Neck Elec Coop, Inc",,VA,PJM,5,134,.,.,139,Y,Y,,,,,,,,,,,,,,,,,,
2021,13777,Northern Rio Arriba E Coop Inc,Y,NM,PNM,413,42,3,.,458,,,,,,,,,,,,,,,,,,,,
2021,13780,Northern States Power Co,,MI,MISO,140,14,2,0,156,Y,Y,Y,,,,,,,,,,,Y,Y,,,,,
2021,13780,Northern States Power Co,,WI,MISO,"6,208","8,521",124,0,"14,853",Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2021,13781,Northern States Power Co - Minnesota,,MN,MISO,"11,863","15,758",3,1,"27,625",Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,
2021,13781,Northern States Power Co - Minnesota,,ND,MISO,34,805,15,.,854,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
2021,13781,Northern States Power Co - Minnesota,,SD,MISO,15,876,15,.,906,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,13805,Northwest Rural Pub Pwr Dist,Y,NE,WACM,"1,990",.,.,.,"1,990",,,,,,,,,,,,,,,,,,,,
2021,13815,Northwestern Wisconsin Elec Co,,WI,MISO,662,52,22,.,736,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,13933,City of Oak Ridge,,TN,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2021,13936,Oakdale Electric Coop,,WI,MISO,754,200,48,.,"1,002",,,,,Y,Y,Y,,,,,,,,,,,,,
2021,13963,Oconomowoc Utilities,,WI,MISO,66,296,4,0,366,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,13965,Oconto Falls Water & Light Comm,,WI,MISO,1,7,0,0,8,Y,Y,,,,,,,,,,,,,,,,,,
2021,14006,Ohio Power Co,,OH,PJM,"2,512",399,11,0,"2,922",Y,Y,Y,,,,,,,,,,Y,,,,,,,
2021,14062,Oklahoma Electric Coop Inc,,OK,SWPP,"40,389","4,281",50,.,"44,720",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,14063,Oklahoma Gas & Electric Co,,AR,SWPP,"4,577",506,52,.,"5,135",Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2021,14063,Oklahoma Gas & Electric Co,,OK,SWPP,"76,332","10,310","1,285",.,"87,927",Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2021,14078,City of Okolona,,MS,TVA,0,164,0,0,164,,Y,,,,,,,,,,,,,,,,,,
2021,14127,Omaha Public Power District,,NE,SWPP,0,103,4,0,107,,Y,Y,,,,,,,,,,,,,,,,,
2021,14146,City of Opelika - (AL),,AL,SOCO,0,1,2,.,3,,Y,Y,,,,,,,,,,,,,,,,,
2021,14160,Orange County Rural E M C,Y,IN,MISO,445,.,.,.,445,,,,,,,,,,,,,,,,,,,,
2021,14164,City of Orangeburg - (SC),,SC,SCEG,.,.,15,.,15,,,Y,,,,,,,,,,,,,,,,,
2021,14170,Orcas Power & Light Coop,,WA,BPAT,49,.,.,.,49,Y,,,,,,,,,,,,,,,,,,,
2021,14175,"Tri-County Electric Coop, Inc (SC)",,SC,SC,.,.,252,.,252,,,Y,,,,,,,,,,,,,,,,,
2021,14232,Otter Tail Power Co,,MN,MISO,"17,721","1,879",11,0,"19,611",Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,
2021,14232,Otter Tail Power Co,,ND,MISO,"15,788","2,264",0,0,"18,052",Y,Y,,,,,,,,,,,Y,Y,,,,,,
2021,14232,Otter Tail Power Co,,SD,MISO,"3,568",371,0,0,"3,939",Y,Y,,,,,,,,,,,Y,Y,,,,,,
2021,14246,City of Owatonna - (MN),,MN,MISO,.,47,63,.,110,,Y,Y,,,,,,,,,,,,,,,,,
2021,14267,"Otsego Electric Coop, Inc",Y,NY,NYIS,7,1,0,0,8,,,,,,,,,,,,,,,,,,,,
2021,14289,Ozarks Electric Coop Corp - (AR),,AR,SWPP,.,12,3,.,15,,,,,,,,,,,,,,Y,Y,,,,,
2021,14328,Pacific Gas & Electric Co.,,CA,CISO,"2,279,170","471,966","30,746",0,"2,781,882",Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,
2021,14354,PacifiCorp,,CA,PACW,.,9,20,.,29,,Y,Y,,,,,,,,,,,,,,,,,
2021,14354,PacifiCorp,,ID,PACE,"10,096",2,.,.,"10,098",Y,Y,,,,,,,,,,,,,,,,,,
2021,14354,PacifiCorp,,OR,PACW,"1,088",234,204,.,"1,526",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,14354,PacifiCorp,,UT,PACE,920,993,536,1,"2,450",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,14354,PacifiCorp,,WA,PACW,6,33,17,.,56,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,14354,PacifiCorp,,WY,PACE,4,18,65,.,87,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,14398,Palmetto Electric Coop Inc,,SC,SC,0,208,6,0,214,,Y,,,,,,,,,,,,Y,Y,,,,,
2021,14401,City of Palo Alto - (CA),,CA,CISO,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2021,14455,City of Paris - (TN),,TN,TVA,0,7,1,0,8,,Y,Y,,,,,,,,,,,,,,,,,
2021,14468,People's Cooperative Services,,MN,MISO,321,12,0,0,333,Y,Y,,,,,,,,,,,,,,,,,,
2021,14471,Parke County Rural E M C,Y,IN,MISO,17,1,.,.,18,,,,,,,,,,,,,,,,,,,,
2021,14534,City of Pasadena - (CA),,CA,CISO,46,178,.,.,224,Y,Y,,,,,,,,,,,,,,,,,,
2021,14557,"Pee Dee Electric Coop, Inc",,SC,SC,.,.,15,.,15,,,,,,,,,,,,,,,Y,,,,,
2021,14563,Pearl River Valley El Pwr Assn,,MS,MISO,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,14602,Pea River Electric Coop,,AL,SOCO,.,18,.,.,18,,Y,,,,,,,,,,,,,,,,,,
2021,14605,City of Peabody - (MA),,MA,ISNE,.,8,4,.,12,,Y,Y,,,,,,,,,,,,,,,,,
2021,14606,"Peace River Electric Coop, Inc",,FL,SEC,16,45,8,.,69,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,14610,Orlando Utilities Comm,,FL,FMPP,564,418,.,.,982,Y,Y,,,,,,,,,,,,,,,,,,
2021,14626,"Pedernales Electric Coop, Inc",,TX,ERCO,235,"2,013",166,.,"2,414",Y,Y,Y,,,,Y,,,,,,,,,,,,,
2021,14711,Pennsylvania Electric Co,,PA,PJM,50,0,226,0,276,Y,,,,,,Y,,,,,,,,,,,,,
2021,14715,PPL Electric Utilities Corp,,PA,PJM,436,205,55,0,696,Y,Y,,,,Y,Y,,,,,,,,,,,,,
2021,14716,Pennsylvania Power Co,,PA,PJM,6,0,83,0,89,Y,,,,,,Y,,,,,,,,,,,,,
2021,14717,Pee Dee Electric Member Corp,,NC,CPLE,2,.,.,.,2,Y,,,,,,,,,,,,,,,,,,,
2021,14724,Pennyrile Rural Electric Coop,,KY,TVA,0,1,16,0,17,,Y,Y,,,,,,,,,,,,,,,,,
2021,14840,City of Peru - (IL),,IL,MISO,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2021,14864,Petit Jean Electric Coop Corp,,AR,MISO,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2021,14940,PECO Energy Co,,PA,PJM,.,"1,040",265,.,"1,305",,,,,,Y,Y,,,,,,,,,,,,,
2021,15023,Piedmont Electric Member Corp,,NC,DUK,"1,313",312,1,.,"1,626",Y,Y,,,,,,,,,,,,,Y,,,,,
2021,15086,Pioneer Power and Light Co,,WI,MISO,6,.,.,.,6,Y,,,,,,,,,,,,,,,,,,,
2021,15141,Plateau Electric Cooperative,,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,15159,City of Plymouth - (WI),,WI,MISO,20,39,7,0,66,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,15211,Pontotoc Electric Power Assn,,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,15248,Portland General Electric Co,,OR,PGE,"2,641",299,.,.,"2,940",Y,Y,,,,,,,,,,,,,,,,,,
2021,15263,The Potomac Edison Company,,MD,PJM,200,61,54,0,315,Y,,,,,Y,Y,,,,,,,,,,,,,
2021,15270,Potomac Electric Power Co,,MD,PJM,"533,326",111,.,.,"533,437",Y,,,,,,,,,,,,,,,,Y,Y,,
2021,15297,City of Plummer - (ID),Y,ID,AVA,882,143,5,.,"1,030",,,,,,,,,,,,,,,,,,,,
2021,15312,Village of Prairie Du Sac - (WI),,WI,MISO,11,43,1,0,55,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,15340,Presque Isle Elec & Gas Coop,,MI,MISO,.,8,5,.,13,,Y,Y,,,,,,,,,,,,,,,,,
2021,15466,Public Service Co of Colorado,,CO,PSCO,"5,867",225,.,.,"6,092",Y,Y,,,,,,,,,,,,Y,Y,,,,,
2021,15470,"Duke Energy Indiana, LLC",,IN,MISO,791,91,73,0,955,,Y,Y,,,Y,Y,,Y,Y,Y,,Y,Y,,,,,,
2021,15472,Public Service Co of NH,,NH,ISNE,44,81,68,.,193,Y,Y,Y,,,,Y,,,,,,,,,,,,,
2021,15473,Public Service Co of NM,,NM,PNM,120,"4,842",63,.,"5,025",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,15474,Public Service Co of Oklahoma,,OK,SWPP,"488,931","63,295","6,701",0,"558,927",Y,Y,Y,,,,,,,,,,Y,,,,,,,
2021,15507,City of Pulaski - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2021,15671,Randolph Electric Member Corp,,NC,CPLE,99,44,1,.,144,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,15748,Town of Reading - (MA),,MA,ISNE,574,88,.,.,662,Y,Y,,,,,,,,,,,,,,,,,,
2021,15804,Reedsburg Utility Comm,,WI,MISO,1,49,8,0,58,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,15938,Rice Lake Utilities,Y,WI,MISO,29,8,25,0,62,,,,,,,,,,,,,,,,,,,,
2021,15978,City of Richland Center - (WI),,WI,MISO,0,8,5,0,13,,Y,Y,,,,,,,,,,,,,,,,,
2021,15983,Richland Electric Coop,Y,WI,MISO,"1,147",129,.,.,"1,276",,,,,,,,,,,,,,,,,,,,
2021,15989,City of Richmond - (IN),,IN,PJM,.,.,84,.,84,,,,,,,,,,,,,,,Y,,,,,
2021,16057,"Rio Grande Electric Coop, Inc",,TX,ERCO,"8,872","4,284",543,.,"13,699",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,16060,Riverland Energy Cooperative,,WI,MISO,369,74,.,.,443,Y,Y,,,,,,,,,,,,,,,,,,
2021,16082,City of River Falls,,WI,MISO,15,19,3,0,37,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,16088,City of Riverside - (CA),,CA,CISO,54,.,593,.,647,Y,,Y,,,,,,,,,,,,,,,,,
2021,16101,Roanoke Electric Member Corp,,NC,PJM,33,1,2,.,36,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,16179,Rochelle Municipal Utilities,,IL,PJM,.,.,34,.,34,,,Y,,,,,,,,,,,,,,,,,
2021,16181,Rochester Public Utilities,,MN,MISO,65,72,0,.,137,Y,Y,,,,,,,,,,,,,,,,,,
2021,16183,Rochester Gas & Electric Corp,,NY,NYIS,"3,430",790,191,.,"4,411",Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2021,16223,City of Rockwood - (TN),,TN,TVA,0,0,5,0,5,,,Y,,,,,,,,,,,,,,,,,
2021,16267,Rolling Hills Electric Coop,Y,KS,SWPP,.,6,239,.,245,,,,,,,,,,,,,,,,,,,,
2021,16295,City of Roseville - (CA),,CA,BANC,.,.,33,.,33,,,Y,,,,,,,,,,,,,,,,,
2021,16496,Rutherford Elec Member Corp,,NC,DUK,0,117,0,0,117,,Y,,,,,,,,,,,,,,,,,,
2021,16511,Sac-Osage Electric Coop Inc,Y,MO,AECI,.,6,.,.,6,,,,,,,,,,,,,,,,,,,,
2021,16534,Sacramento Municipal Util Dist,,CA,BANC,"545,805","64,883",159,1,"610,848",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,16572,Salt River Project,,AZ,SRP,"319,530","13,850",1,.,"333,381",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,16603,"San Luis Valley R E C, Inc",,CO,WACM,"1,231",70,"2,535",.,"3,836",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,16604,City of San Antonio - (TX),,TX,ERCO,.,69,.,.,69,,Y,,,,,,,,,,,,,,,,,,
2021,16609,San Diego Gas & Electric Co,,CA,CISO,"1,041,928","148,518",139,.,"1,190,585",Y,Y,Y,,,,,,Y,Y,,,Y,Y,Y,,,,,
2021,16616,"San Isabel Electric Assn, Inc",,CO,WACM,971,536,4,.,"1,511",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,16629,Sand Mountain Electric Coop,,AL,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2021,16649,Sangre De Cristo Elec Assn Inc,Y,CO,WACM,204,12,.,.,216,,,,,,,,,,,,,,,,,,,,
2021,16674,Satilla Rural Elec Member Corporation,,GA,SOCO,0,917,35,0,952,,Y,,,,,,,,,,,,,Y,,,,,
2021,16679,City of Sauk Centre - (MN),Y,MN,MISO,35,4,7,.,46,,,,,,,,,,,,,,,,,,,,
2021,16680,Village of Sauk City - (WI),Y,WI,MISO,.,24,2,.,26,,,,,,,,,,,,,,,,,,,,
2021,16829,City of Scottsboro,,AL,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2021,16865,Sawnee Electric Membership Corporation,,GA,SOCO,268,419,.,.,687,Y,Y,,,,,,,,,,,Y,,,,,,,
2021,16868,City of Seattle - (WA),,WA,SCL,185,127,26,3,341,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,16920,Sedgwick County El Coop Assn Inc,Y,KS,SWPP,.,.,8,.,8,,,,,,,,,,,,,,,,,,,,
2021,16930,Sequachee Valley Electric Coop,,TN,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2021,16949,Sevier County Electric System,,TN,TVA,0,1,3,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2021,16971,Shakopee Public Utilities Comm,,MN,MISO,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2021,17011,Shawano Municipal Utilities,,WI,MISO,17,35,32,0,84,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17033,Sheffield Utilities,,AL,TVA,0,0,7,0,7,,,Y,,,,,,,,,,,,,,,,,
2021,17037,City of Shelby - (NC),Y,NC,DUK,.,2,.,.,2,,,,,,,,,,,,,,,,,,,,
2021,17047,City of Shelbyville - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2021,17066,Shenandoah Valley Elec Coop,,VA,PJM,0,11,5,0,16,,,,,,,,,,,,,,Y,Y,,,,,
2021,17130,City of Shullsburg - (WI),Y,WI,MISO,.,.,2,.,2,,,,,,,,,,,,,,,,,,,,
2021,17166,Sierra Pacific Power Co,,NV,NEVP,"1,662","2,476",100,0,"4,238",Y,Y,Y,,,,,,,,,,Y,,,,,,,
2021,17252,Singing River Elec Cooperative,,MS,MISO,.,48,15,.,63,,Y,Y,,,,,,,,,,,,,,,,,
2021,17267,Sioux Valley SW Elec Coop,,MN,SWPP,42,.,.,.,42,Y,,,,,,,,,,,,,,,,,,,
2021,17267,Sioux Valley SW Elec Coop,,SD,SWPP,320,3,.,.,323,Y,Y,,,,,,,,,,,,,,,,,,
2021,17324,Slinger Utilities,,WI,MISO,1,13,0,0,14,Y,Y,,,,,,,,,,,,,,,,,,
2021,17452,City of Smithville - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,17470,PUD 1 of Snohomish County,,WA,BPAT,507,4,2,.,513,Y,Y,Y,,,,,,,,,,Y,,,,,,,
2021,17492,"Socorro Electric Coop, Inc",Y,NM,PNM,132,13,.,.,145,,,,,,,,,,,,,,,,,,,,
2021,17539,"Dominion Energy South Carolina, Inc",,SC,SCEG,84,"1,672",20,0,"1,776",Y,Y,Y,,,,Y,,,,,,,,,,,,,
2021,17543,South Carolina Public Service Authority,,SC,SC,3,25,21,0,49,Y,Y,Y,,,,Y,,,,,,,,Y,,,,Y,
2021,17548,South Central Public Pwr Dist,Y,NE,SWPP,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
2021,17572,South River Elec Member Corp,,NC,CPLE,55,215,.,.,270,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17577,City of South Sioux City,,NE,SWPP,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2021,17592,Southeast Colorado Power Assn,,CO,WACM,9,37,.,.,46,Y,Y,,,,,,,,,,,,,,,,,,
2021,17599,Southeastern Indiana R E M C,,IN,MISO,44,.,.,.,44,Y,,,,,,,,,,,,Y,,,,,,,
2021,17603,Southeastern Electric Coop Inc - (OK),,OK,SWPP,.,.,10,.,10,,,,,,,,,,,Y,,,,,,,,,
2021,17609,Southern California Edison Co,,CA,CISO,"940,443","607,411","27,693",0,"1,575,547",Y,Y,Y,,,Y,Y,,,,,,Y,Y,Y,,Y,Y,Y,
2021,17612,Bear Valley Electric Service,,CA,CISO,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2021,17643,"Southern Iowa Elec Coop, Inc",Y,IA,AECI,"4,583",154,0,.,"4,737",,,,,,,,,,,,,,,,,,,,
2021,17646,"Southern Pine Elec Coop, Inc",,AL,SOCO,.,1,.,.,1,,,,,,,,,,,,,,Y,,,,,,
2021,17647,Southern Pine Electric Cooperative,,MS,MISO,5,7,2,0,14,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17668,City of Southport - (NC),Y,NC,CPLE,878,78,.,.,956,,,,,,,,,,,,,,,,,,,,
2021,17683,Southwest Mississippi E P A,,MS,MISO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2021,17684,Southwest Louisiana E M C,,LA,MISO,.,5,.,.,5,,Y,,,,,,,,,,,,,,,,,,
2021,17694,Southwest Tennessee E M C,,TN,TVA,0,11,1,0,12,,Y,Y,,,,,,,,,,,,,,,,,
2021,17698,Southwestern Electric Power Co,,AR,SWPP,"104,853","18,403",618,0,"123,874",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17698,Southwestern Electric Power Co,,LA,SWPP,"206,189","1,553",51,0,"207,793",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17698,Southwestern Electric Power Co,,TX,SWPP,"153,758","3,344",177,0,"157,279",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17718,Southwestern Public Service Co,,NM,SWPP,11,1,3,0,15,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,17718,Southwestern Public Service Co,,TX,SWPP,46,46,.,.,92,Y,Y,,,,,,,,,,,,,,,,,,
2021,17826,"Springer Electric Coop, Inc",,NM,PNM,36,18,.,.,54,Y,Y,,,,,,,,,,,,,,,,,,
2021,17828,City of Springfield - (IL),,IL,MISO,8,.,.,.,8,Y,,,,,,,,,,,,,,,,,,,
2021,17829,City of Springfield - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,17891,City of St Marys - (OH),,OH,PJM,"3,748",497,13,.,"4,258",Y,Y,Y,,Y,,,,Y,,,,Y,,,,,,,
2021,17896,City of Shasta Lake - (CA),Y,CA,BANC,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
2021,18006,City of Starkville,,MS,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2021,18022,City of Statesville - (NC),,NC,DUK,.,26,19,.,45,,Y,Y,,,,,,,,,,,Y,Y,,,,,
2021,18047,Steele-Waseca Cooperative Electric,,MN,MISO,.,4,15,.,19,,Y,Y,,,,,,,,,,,,,,,,,
2021,18087,Town of Sterling - (MA),,MA,ISNE,79,0,0,0,79,Y,,,,,,,,,,,,,,,,,,,
2021,18102,"Steuben Rural Elec Coop, Inc",Y,NY,NYIS,47,0,0,0,47,,,,,,,,,,,,,,,,,,,,
2021,18181,City of Stoughton - (WI),,WI,MISO,48,47,3,0,98,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,18249,City of Sturgeon Bay - (WI),,WI,MISO,49,222,1,0,272,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,18252,City of Sturgis,,MI,PJM,.,.,25,.,25,,,Y,,,,,,,,,,,,,,,,,
2021,18280,Sulphur Springs Valley E C Inc,,AZ,WALC,4,106,0,0,110,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2021,18304,"Sumter Electric Coop, Inc",,FL,SEC,.,.,13,.,13,,,,,,,,,,,,,,,Y,,,,,
2021,18305,Sumter Electric Member Corp,,GA,SOCO,.,860,10,.,870,,Y,Y,,,,,,,,,,,,,,,,,
2021,18312,Sun Prairie Utilities,,WI,MISO,75,154,5,0,234,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,18316,"Sumner-Cowley Elec Coop, Inc",Y,KS,SWPP,.,.,8,.,8,,,,,,,,,,,,,,,,,,,,
2021,18336,Superior Water and Light Co,,WI,MISO,53,6,15,.,74,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,18339,Surry-Yadkin Elec Member Corp,,NC,DUK,"1,306",.,.,.,"1,306",Y,,,,,,,,,,,,,,,,,,,
2021,18360,Suwannee Valley Elec Coop Inc,,FL,SEC,.,346,1,.,347,,Y,,,,,,,,,,,,,Y,,,,,
2021,18383,Taylor Electric Coop - (WI),Y,WI,MISO,140,33,.,.,173,,,,,,,,,,,,,,,,,,,,
2021,18384,City of Sweetwater,,TN,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2021,18397,City of Sylvania - (GA),,GA,SOCO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2021,18445,City of Tallahassee - (FL),,FL,TAL,833,0,0,0,833,Y,,,,,,,,,,,,,,,,,,,
2021,18447,Tallahatchie Valley E P A,,MS,TVA,0,3,1,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2021,18454,Tampa Electric Co,,FL,TEC,"4,459","3,766",25,.,"8,250",,Y,Y,,,,,,,,,,Y,,,,,,,
2021,18472,City of Tarrant,,AL,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,18498,Taylor County Rural E C C,,KY,PJM,26,.,.,.,26,Y,,,,,,,,,,,,,,,,,,,
2021,18546,Town of Templeton - (MA),Y,MA,ISNE,.,10,.,.,10,,,,,,,,,,,,,,,,,,,,
2021,18642,Tennessee Valley Authority,,AL,TVA,0,1,9,0,10,,Y,Y,,,,Y,,,,,,,,,,,,,
2021,18642,Tennessee Valley Authority,,KY,TVA,0,1,10,0,11,,Y,Y,,,,Y,,,,,,,,,,,,,
2021,18642,Tennessee Valley Authority,,MS,TVA,0,2,6,0,8,,Y,Y,,,,Y,,,,,,,,,,,,,
2021,18642,Tennessee Valley Authority,,TN,TVA,0,5,17,0,22,,Y,Y,,,Y,Y,,,,,,,,,,,,,
2021,18895,Thumb Electric Coop of Mich,Y,MI,MISO,9,1,.,.,10,,,,,,,,,,,,,,,,,,,,
2021,18917,Tillamook Peoples Utility Dist,,OR,BPAT,.,.,6,.,6,,,Y,,,,,,,,,,,,,,,,,
2021,18940,Tipmont Rural Elec Member Corp,,IN,MISO,60,13,1,.,74,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,18943,Tippah Electric Power Assn,,MS,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2021,18951,Tishomingo County E P A,,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2021,18995,Tenaska Power Services,,TX,ERCO,.,5,191,.,196,,,,,,Y,Y,,,,,,,,,,,,,
2021,19007,Tombigbee Electric Power Assn,,MS,TVA,0,0,4,0,4,,,Y,,,,,,,,,,,,,,,,,
2021,19125,City of Traverse City - (MI),,MI,MISO,17,0,37,.,54,Y,,Y,,,,,,,,,,,,,,,,,
2021,19156,Powder River Energy Corp,,WY,WACM,130,0,1,0,131,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,19157,MiEnergy Cooperative,,IA,MISO,.,15,4,.,19,,Y,Y,,,,,,,,,,,,,,,,,
2021,19157,MiEnergy Cooperative,,MN,MISO,10,12,4,.,26,Y,Y,Y,,,,,,,,,,,,,,,,,
2021,19160,"Tri-County Electric Coop, Inc (OK)",,OK,SWPP,.,3,16,.,19,,Y,Y,,,,,,,,,,,,,,,,,
2021,19162,Tri-County Elec Member Corp (TN),,KY,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2021,19189,Trico Electric Cooperative Inc,,AZ,WALC,"1,684",41,11,.,"1,736",Y,Y,Y,,,,,,,,,,,,,,,,,
2021,19266,Tullahoma Board-Public Utils,,TN,TVA,"9,070","1,938",0,0,"11,008",Y,Y,,,,,,,,,,,,,,,,,,
