Utility Characteristics,,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Short Form,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,7908,Hagerstown Light Department,A,Bundled,O,MD,Municipal,PJM,,"12,603.0","159,873","14,911","7,550.2","92,289","2,557","4,285.6","62,182",49,.,.,.,"24,438.8","314,344","17,517"
2019,7958,City of Hallettsville - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"1,558.0","15,361","1,233","2,465.0","23,377",422,36.0,258,2,.,.,.,"4,059.0","38,996","1,657"
2019,7969,City of Halstad - (MN),A,Bundled,O,MN,Municipal,MISO,,545.0,"4,719",265,418.0,"3,678",52,.,.,.,.,.,.,963.0,"8,397",317
2019,7977,City of Hamilton - (OH),A,Bundled,O,OH,Municipal,PJM,,"37,724.0","251,845","26,528","26,801.0","246,720","2,843","7,848.0","67,489",65,.,.,.,"72,373.0","566,054","29,436"
2019,7978,Halifax Electric Member Corp,A,Bundled,O,NC,Cooperative,CPLE,,"18,620.0","128,014","10,554","3,990.0","30,176","1,208",659.0,"1,539",1,.,.,.,"23,269.0","159,729","11,763"
2019,7979,Hamilton County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,,"23,905.4","218,066","17,606","2,530.4","24,992",770,.,.,.,.,.,.,"26,435.8","243,058","18,376"
2019,7995,Village of Hamilton - (NY),A,Bundled,O,NY,Municipal,NYIS,Y,"1,067.0","21,624","1,256",258.0,"4,216",232,"1,762.0","39,487",217,0.0,0,0,"3,087.0","65,327","1,705"
2019,7996,Town of Hamilton - (NC),A,Bundled,O,NC,Municipal,PJM,Y,266.5,"1,999",209,86.5,623,52,.,.,.,.,.,.,353.0,"2,622",261
2019,8000,NineStar Connect,A,Bundled,O,IN,Cooperative,MISO,,"31,130.0","231,696","14,445","4,867.0","40,913","1,256","1,739.0","16,819",14,.,.,.,"37,736.0","289,428","15,715"
2019,8034,Hancock-Wood Electric Coop Inc,A,Bundled,O,OH,Cooperative,PJM,,"21,991.2","152,410","11,226","13,206.0","103,788","2,140","8,766.0","88,449",9,.,.,.,"43,963.2","344,647","13,375"
2019,8055,City of Hannibal - (MO),A,Bundled,O,MO,Municipal,MISO,,"9,109.8","80,122","7,595","3,385.3","28,875","1,034","11,056.7","132,260",107,0.0,0,0,"23,551.8","241,257","8,736"
2019,8063,Village of Hampton - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,293.0,"2,479",213,291.0,"2,256",62,.,.,.,.,.,.,584.0,"4,735",275
2019,8083,City of Harbor Springs - (MI),A,Bundled,O,MI,Municipal,MISO,Y,"1,886.0","21,147","2,846","1,765.0","17,612",858,10.5,987,8,.,.,.,"3,661.5","39,746","3,712"
2019,8104,Town of Hardwick,A,Bundled,O,VT,Municipal,ISNE,,"4,280.0","23,752","4,025",927.0,"4,999",379,857.0,"5,057",29,.,.,.,"6,064.0","33,808","4,433"
2019,8122,Harlan Municipal Utilities - (IA),A,Bundled,O,IA,Municipal,MISO,,"3,036.0","24,161","2,305","1,419.0","12,544",433,"1,534.0","18,220",39,.,.,.,"5,989.0","54,925","2,777"
2019,8131,City of Harmony - (MN),A,Bundled,O,MN,Municipal,MISO,Y,414.1,"3,721",577,300.2,"3,178",144,124.8,"1,634",32,.,.,.,839.1,"8,533",753
2019,8139,Harquahala Valley Pwr District,A,Bundled,O,AZ,Political Subdivision,AZPS,Y,.,.,.,.,.,.,"4,595.0","94,995",116,.,.,.,"4,595.0","94,995",116
2019,8147,City of Harriman - (TN),A,Bundled,O,TN,Municipal,TVA,,"15,087.0","125,575","9,115","8,819.0","69,117","1,862","1,085.0","12,978",1,0.0,0,0,"24,991.0","207,670","10,978"
2019,8179,Harrison County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,,"41,270.7","354,058","21,990","9,037.0","82,951","1,397","7,428.6","84,483",16,.,.,.,"57,736.3","521,492","23,403"
2019,8192,"Harrison Rural Elec Assn, Inc",A,Bundled,O,WV,Cooperative,PJM,Y,"10,603.0","59,650","6,101","3,852.0","28,540",782,0.0,0,0,.,.,.,"14,455.0","88,190","6,883"
2019,8198,City of Harrisonburg - (VA),A,Bundled,O,VA,Municipal,PJM,,"21,147.0","207,711","17,843","35,354.0","398,969","3,496","8,990.0","122,283",14,.,.,.,"65,491.0","728,963","21,353"
2019,8199,City of Harrisonville - (MO),A,Bundled,O,MO,Municipal,SWPP,,"5,002.0","41,610","4,038","6,127.0","54,661",778,.,.,.,.,.,.,"11,129.0","96,271","4,816"
2019,8205,City of Hart Hydro - (MI),A,Bundled,O,MI,Municipal,MISO,Y,887.0,"7,638","1,057","2,146.0","19,108",347,"1,949.0","19,946",6,.,.,.,"4,982.0","46,692","1,410"
2019,8209,City of Hartford - (AL),A,Bundled,O,AL,Municipal,SOCO,Y,"1,955.0","17,428","1,268",965.0,"8,266",177,283.0,"3,379",3,.,.,.,"3,203.0","29,073","1,448"
2019,8210,Hart Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,,"50,633.0","385,131","28,344","22,811.0","177,264","8,299","2,381.0","26,300",20,.,.,.,"75,825.0","588,695","36,663"
2019,8212,Hartford Electric,A,Bundled,O,WI,Municipal,MISO,,"5,573.7","50,058","6,644","6,006.8","69,535",855,"14,346.2","203,040",8,0.0,0,0,"25,926.7","322,633","7,507"
2019,8214,City of Hartley - (IA),A,Bundled,O,IA,Municipal,SWPP,Y,940.0,"10,729",800,229.0,"2,388",116,527.0,"6,492",16,.,.,.,"1,696.0","19,609",932
2019,8226,City of Hartselle,A,Bundled,O,AL,Municipal,TVA,,"6,710.0","62,911","4,318","6,273.0","57,607","1,236","1,829.0","23,408",2,0.0,0,0,"14,812.0","143,926","5,556"
2019,8240,Village of Haskins - (OH),A,Bundled,O,OH,Municipal,PJM,Y,574.1,"4,922",505,101.6,792,39,52.1,324,2,.,.,.,727.8,"6,038",546
2019,8245,City of Hastings - (NE),A,Bundled,O,NE,Municipal,SWPP,,"11,351.3","110,530","11,099","9,869.0","105,010","2,286","14,606.0","207,217",108,0.0,0,0,"35,826.3","422,757","13,493"
2019,8254,Borough of Hatfield- (PA),A,Bundled,O,PA,Municipal,PJM,Y,"2,004.0","10,539","1,713",561.0,"2,413",100,"1,130.0","8,661",12,.,.,.,"3,695.0","21,613","1,825"
2019,8276,Havana Power & Light Company,A,Bundled,O,FL,Municipal,FPC,,"1,543.0","14,134","1,148","1,098.0","10,412",314,.,.,.,.,.,.,"2,641.0","24,546","1,462"
2019,8279,City of Haven - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,831.0,"4,892",556,657.0,"5,057",104,.,.,.,.,.,.,"1,488.0","9,949",660
2019,8283,Harrison County Rrl Elec Coop,A,Bundled,O,IA,Cooperative,SWPP,,"6,491.0","45,810","2,544","2,285.0","13,810",246,"3,782.0","58,210",980,.,.,.,"12,558.0","117,830","3,770"
2019,8287,Hawaii Electric Light Co Inc,A,Bundled,O,HI,Investor Owned,NA,,"149,455.5","409,117","74,829","133,912.6","381,430","11,347","76,650.7","258,995",95,.,.,.,"360,018.8","1,049,542","86,271"
2019,8288,City of Hawarden - (IA),A,Bundled,O,IA,Municipal,MISO,,"1,094.8","12,200","1,020",827.6,"9,360",263,411.1,"4,726",9,.,.,.,"2,333.5","26,286","1,292"
2019,8307,Hawley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,,"1,356.0","10,113",962,"1,151.0","9,863",205,.,.,.,.,.,.,"2,507.0","19,976","1,167"
2019,8311,Town of Haxtun - (CO),A,Bundled,O,CO,Municipal,WACM,Y,557.0,"3,932",460,433.0,"4,129",124,.,.,.,.,.,.,990.0,"8,061",584
2019,8319,Heartland Power Coop,A,Bundled,O,IA,Cooperative,MISO,,"10,491.9","89,095","4,303","4,448.1","44,279",875,"13,422.9","178,359",8,.,.,.,"28,362.9","311,733","5,186"
2019,8319,Heartland Power Coop,A,Bundled,O,MN,Cooperative,MISO,,119.2,"1,023",39,.,.,.,.,.,.,.,.,.,119.2,"1,023",39
2019,8333,Haywood Electric Member Corp,A,Bundled,O,GA,Cooperative,DUK,,528.0,"3,310",393,5.0,27,6,0.0,0,0,0.0,0,0,533.0,"3,337",399
2019,8333,Haywood Electric Member Corp,A,Bundled,O,NC,Cooperative,DUK,,"38,643.0","258,980","26,354","2,661.0","24,142",754,809.0,"8,855",16,0.0,0,0,"42,113.0","291,977","27,124"
2019,8333,Haywood Electric Member Corp,A,Bundled,O,SC,Cooperative,DUK,,8.0,42,9,6.0,36,5,0.0,0,0,0.0,0,0,14.0,78,14
2019,8336,Village of Hazel Green - (WI),A,Bundled,O,WI,Municipal,MISO,Y,578.0,"4,552",552,417.0,"3,587",98,0.0,0,0,.,.,.,995.0,"8,139",650
2019,8348,City of Healdsburg - (CA),A,Bundled,O,CA,Municipal,CISO,,"4,981.1","27,082","4,922","6,310.8","41,468","1,029",988.4,"6,582",48,.,.,.,"12,280.3","75,132","5,999"
2019,8359,City of Hearne - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"3,290.0","23,228","2,703","2,692.0","22,008",75,0.0,0,0,.,.,.,"5,982.0","45,236","2,778"
2019,8366,Heber Light & Power Company,A,Bundled,O,UT,Municipal,PACE,,"9,942.0","97,525","11,034","7,313.0","82,368","1,792",.,.,.,.,.,.,"17,255.0","179,893","12,826"
2019,8375,City of Hebron - (NE),A,Bundled,O,NE,Municipal,SWPP,,956.0,"10,180",726,"1,032.0","12,205",223,.,.,.,.,.,.,"1,988.0","22,385",949
2019,8379,City of Hecla,A,Bundled,O,SD,Municipal,SWPP,Y,228.1,"2,462",249,124.4,"1,173",60,3.5,22,6,.,.,.,356.0,"3,657",315
2019,8428,City of Helper - (UT),A,Bundled,O,UT,Municipal,PACE,Y,587.0,"8,982","1,175",323.0,"2,214",75,.,.,.,.,.,.,910.0,"11,196","1,250"
2019,8430,Village of Hemingford - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,468.0,"3,331",372,344.0,"4,299",164,83.0,940,7,.,.,.,895.0,"8,570",543
2019,8432,City of Hemphill - (TX),A,Bundled,O,TX,Municipal,MISO,Y,765.0,"5,886",506,"1,530.3","11,653",765,.,.,.,.,.,.,"2,295.3","17,539","1,271"
2019,8447,Hendricks County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,,"58,572.3","489,853","32,466","26,000.8","263,365",824,"3,251.0","41,143",4,.,.,.,"87,824.1","794,361","33,294"
2019,8449,Henderson City Utility Comm,A,Bundled,O,KY,Municipal,MISO,,"10,096.0","124,249","10,233","10,091.0","125,447","1,654","18,695.0","321,076",33,.,.,.,"38,882.0","570,772","11,920"
2019,8459,City of Henning - (MN),A,Bundled,O,MN,Municipal,MISO,Y,426.4,"4,140",425,407.0,"4,350",122,0.0,0,0,0.0,0,0,833.4,"8,490",547
2019,8466,Henry County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,,"19,162.4","141,721","9,398","2,550.0","24,258",170,"2,154.6","26,735",6,.,.,.,"23,867.0","192,714","9,574"
2019,8490,City of Herington - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,"1,712.0","9,542","1,167","1,066.0","7,847",185,.,.,.,.,.,.,"2,778.0","17,389","1,352"
2019,8493,City of Hermann,A,Bundled,O,MO,Municipal,AECI,Y,"1,751.5","13,923","1,083","3,078.6","22,803",457,"1,143.3","14,013",1,.,.,.,"5,973.4","50,739","1,541"
2019,8497,City of Herndon,A,Bundled,O,KS,Municipal,SWPP,Y,160.0,"1,205",153,29.0,221,7,.,.,.,.,.,.,189.0,"1,426",160
2019,8515,City of Hermiston,A,Bundled,O,OR,Municipal,BPAT,,"4,523.1","52,932","4,605","4,059.5","54,484",824,.,.,.,.,.,.,"8,582.6","107,416","5,429"
2019,8517,City of Hertford - (NC),A,Bundled,O,NC,Municipal,CPLE,Y,"2,561.0","9,811",987,"1,888.0","11,561",327,.,.,.,.,.,.,"4,449.0","21,372","1,314"
2019,8532,City of Heyburn - (ID),A,Bundled,O,ID,Municipal,BPAT,Y,"1,628.6","17,076","1,406",760.6,"10,092",113,"1,630.9","34,444",10,.,.,.,"4,020.1","61,612","1,529"
2019,8543,Hibbing Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,,"6,802.0","39,257","5,688","7,525.0","67,527","1,913",967.0,"9,365",20,0.0,0,0,"15,294.0","116,149","7,621"
2019,8548,City of Hickman,A,Bundled,O,KY,Municipal,TVA,,"1,288.0","9,977",842,"1,089.0","7,421",221,0.0,0,0,0.0,0,0,"2,377.0","17,398","1,063"
2019,8566,High Plains Power Inc,A,Bundled,O,WY,Cooperative,WACM,,"20,348.0","146,613","12,303","5,638.0","54,620",424,"44,589.0","538,354",620,0.0,0,0,"70,575.0","739,587","13,347"
2019,8567,City of Higginsville - (MO),A,Bundled,O,MO,Municipal,SWPP,Y,"2,923.0","21,612","2,066",657.9,"12,956",400,"2,850.9","20,807",67,0.0,0,0,"6,431.8","55,375","2,533"
2019,8570,Highline Electric Assn,A,Bundled,O,CO,Cooperative,WACM,,"7,153.3","53,907","5,023","7,348.1","57,572","1,328","25,667.8","243,536","2,126",.,.,.,"40,169.2","355,015","8,477"
2019,8570,Highline Electric Assn,A,Bundled,O,NE,Cooperative,WACM,,"1,081.8","8,303",750,980.6,"7,533",185,"7,055.4","52,301","1,054",.,.,.,"9,117.8","68,137","1,989"
2019,8571,Town of High Point,A,Bundled,O,NC,Municipal,DUK,,"50,633.0","393,125","36,380","59,526.0","591,114","6,611","15,678.0","181,068",260,.,.,.,"125,837.0","1,165,307","43,251"
2019,8573,City of Highland,A,Bundled,O,IL,Municipal,MISO,,"8,112.3","67,739","5,927","1,020.2","8,675",658,"4,986.0","49,942",156,.,.,.,"14,118.5","126,356","6,741"
2019,8574,"Jackson Electric Coop, Inc - (WI)",A,Bundled,O,WI,Cooperative,MISO,,"12,732.7","89,166","7,562","2,461.6","24,945",165,"6,518.7","83,164",8,0.0,0,0,"21,713.0","197,275","7,735"
2019,8579,City of Highlands - (NC),A,Bundled,O,NC,Municipal,DUK,Y,"3,426.0","24,811","2,385","2,000.0","18,246",467,.,.,.,.,.,.,"5,426.0","43,057","2,852"
2019,8599,City of Hill City,A,Bundled,O,KS,Municipal,SWPP,Y,994.0,"6,585",848,954.0,"6,806",259,0.0,0,0,0.0,0,0,"1,948.0","13,391","1,107"
2019,8610,City of Hinton,A,Bundled,O,IA,Municipal,MISO,,444.1,"4,574",315,187.9,"1,636",55,418.3,"3,838",8,.,.,.,"1,050.3","10,048",378
2019,8620,"HILCO Electric Cooperative, Inc.",A,Bundled,O,TX,Cooperative,ERCO,,"45,222.0","428,674","22,456","15,687.0","151,234","6,923",589.0,"11,435",1,.,.,.,"61,498.0","591,343","29,380"
2019,8628,City of Hillsboro - (ND),A,Bundled,O,ND,Municipal,MISO,Y,"1,433.1","17,560",795,975.5,"11,978",157,.,.,.,.,.,.,"2,408.6","29,538",952
2019,8629,City of Hillsboro - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,"1,378.0","10,461","1,209","1,535.0","12,560",267,.,.,.,.,.,.,"2,913.0","23,021","1,476"
2019,8631,Hillsdale Board of Public Wks,A,Bundled,O,MI,Municipal,MISO,,"4,646.4","38,717","5,116","4,759.2","44,967",887,"3,086.4","37,289",21,.,.,.,"12,492.0","120,973","6,024"
2019,8632,"Hill County Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,,"5,141.2","36,476","3,591","3,282.9","30,563",252,"7,929.5","100,658",3,.,.,.,"16,353.6","167,697","3,846"
2019,8677,Town of Hobgood,A,Bundled,O,NC,Municipal,CPLE,Y,332.2,"2,138",202,105.5,582,61,.,.,.,.,.,.,437.7,"2,720",263
2019,8698,City of Hogansville - (GA),A,Bundled,O,GA,Municipal,SOCO,Y,"2,200.2","16,876","1,655",455.8,"5,814",136,388.7,"3,513",6,.,.,.,"3,044.7","26,203","1,797"
2019,8699,Inland Power & Light Company,A,Bundled,O,ID,Cooperative,BPAT,,"2,511.6","29,477","1,753",376.3,"4,280",143,2.0,13,3,.,.,.,"2,889.9","33,770","1,899"
2019,8699,Inland Power & Light Company,A,Bundled,O,WA,Cooperative,BPAT,,"55,693.2","650,464","37,273","14,896.2","176,247","3,123","5,164.6","85,305",521,.,.,.,"75,754.0","912,016","40,917"
2019,8700,Hohokam Irr & Drain Dist,A,Bundled,O,AZ,Political Subdivision,WALC,Y,"2,752.0","23,094","1,541","1,459.0","11,869",232,240.0,"1,961",3,.,.,.,"4,451.0","36,924","1,776"
2019,8703,City of Hoisington - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,"1,506.0","11,320","1,409",938.0,"8,431",230,.,.,.,.,.,.,"2,444.0","19,751","1,639"
2019,8714,Town of Holden - (UT),A,Bundled,O,UT,Municipal,PACE,Y,186.0,"1,697",218,24.0,223,18,.,.,.,.,.,.,210.0,"1,920",236
2019,8715,Town of Holden - (MA),A,Bundled,O,MA,Municipal,ISNE,Y,"9,122.0","64,680","7,663","2,218.0","16,098",672,"2,732.0","22,964",25,.,.,.,"14,072.0","103,742","8,360"
2019,8717,City of Holdrege,A,Bundled,O,NE,Municipal,SWPP,,"2,805.4","28,815","2,603","3,708.5","39,420",690,"2,367.5","46,914",1,.,.,.,"8,881.4","115,149","3,294"
2019,8723,City of Holland,A,Bundled,O,MI,Municipal,MISO,,"21,398.0","176,234","24,519","33,799.0","319,489","4,438","48,609.0","604,769",174,.,.,.,"103,806.0","1,100,492","29,131"
2019,8733,Village of Holley - (NY),A,Bundled,O,NY,Municipal,NYIS,Y,654.2,"10,849",812,324.2,"7,120",111,897.1,"17,897",15,.,.,.,"1,875.5","35,866",938
2019,8748,City of Holly Springs,A,Bundled,O,MS,Municipal,TVA,,"15,152.0","135,410","8,858","10,052.0","80,281","2,804","1,000.0","11,352",2,0.0,0,0,"26,204.0","227,043","11,664"
2019,8751,Town of Holly - (CO),A,Bundled,O,CO,Municipal,WACM,Y,525.3,"3,001",412,538.4,"3,329",154,242.9,"1,691",15,0.0,0,0,"1,306.6","8,021",581
2019,8761,Holmes-Wayne Electric Coop Inc,A,Bundled,O,OH,Cooperative,PJM,,"23,753.3","181,885","14,299","10,795.2","93,078","3,136","6,788.6","75,721",19,0.0,0,0,"41,337.1","350,684","17,454"
2019,8764,"Holston Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,,"39,886.0","356,765","24,890","17,923.0","149,413","5,688","18,594.0","283,980",17,0.0,0,0,"76,403.0","790,158","30,595"
2019,8770,City of Holton - (KS),A,Bundled,O,KS,Municipal,SWPP,,"1,769.0","18,759","2,018","1,352.0","19,906",445,387.0,"8,283",13,.,.,.,"3,508.0","46,948","2,476"
2019,8773,"Holy Cross Electric Assn, Inc",A,Bundled,O,CO,Cooperative,PSCO,,"75,304.3","643,619","47,560","50,871.5","514,663","10,356","6,067.0","59,768",18,.,.,.,"132,242.8","1,218,050","57,934"
2019,8774,City of Holyoke - (MA),A,Bundled,O,MA,Municipal,ISNE,,"13,762.0","102,912","14,826","25,587.0","203,922","2,826","5,608.0","54,353",37,.,.,.,"44,957.0","361,187","17,689"
2019,8777,City of Holyoke - (CO),A,Bundled,O,CO,Municipal,WACM,Y,"1,326.0","10,717",969,"1,382.0","11,721",199,.,.,.,.,.,.,"2,708.0","22,438","1,168"
2019,8780,"Fox Islands Electric Coop, Inc",A,Bundled,O,ME,Cooperative,ISNE,,"2,162.6","6,937","1,718",860.0,"3,329",332,.,.,.,.,.,.,"3,022.6","10,266","2,050"
2019,8781,City of Holyrood - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,229.5,"1,112",224,140.6,"1,795",65,.,.,.,.,.,.,370.1,"2,907",289
2019,8786,Horry Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,,"134,203.0","969,760","70,931","27,795.0","207,903","10,977","3,226.0","31,734",11,.,.,.,"165,224.0","1,209,397","81,919"
2019,8795,City of Homestead - (FL),A,Bundled,O,FL,Municipal,HST,,"46,096.8","331,661","22,760","5,579.3","66,605","2,069","12,256.4","158,389",578,.,.,.,"63,932.5","556,655","25,407"
2019,8796,City of Hingham - (MA),A,Bundled,O,MA,Municipal,ISNE,,"14,687.0","87,690","8,673","12,142.0","76,707","1,350","3,939.0","28,158",6,.,.,.,"30,768.0","192,555","10,029"
2019,8797,Hull Municipal Light Plant,A,Bundled,O,MA,Municipal,ISNE,Y,"5,754.0","34,628","5,765","2,169.0","14,008",392,.,.,.,.,.,.,"7,923.0","48,636","6,157"
2019,8801,City of Hondo - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"4,162.0","36,364","2,777","4,290.0","42,045",447,758.0,"6,833",1,0.0,0,0,"9,210.0","85,242","3,225"
2019,8824,M J M Electric Cooperative Inc,A,Bundled,O,IL,Cooperative,MISO,,"17,332.4","112,555","9,113","2,903.6","22,350",199,.,.,.,.,.,.,"20,236.0","134,905","9,312"
2019,8825,Town of Hookerton - (NC),A,Bundled,O,NC,Municipal,CPLE,Y,591.0,"4,503",323,171.0,"1,051",100,0.0,0,0,0.0,0,0,762.0,"5,554",423
2019,8826,Hooversville Boro Elec Lgt Co,A,Bundled,O,PA,Municipal,PJM,Y,440.2,"3,363",645,62.5,682,50,.,.,.,.,.,.,502.7,"4,045",695
2019,8830,Hood River Electric Coop,A,Bundled,O,OR,Cooperative,BPAT,,"4,561.6","55,045","3,430",552.9,"6,827",257,"3,969.5","62,244",209,.,.,.,"9,084.0","124,116","3,896"
2019,8840,City of Hope,A,Bundled,O,AR,Municipal,MISO,,"6,901.7","68,068","5,784","10,776.4","110,506","3,607","6,357.3","78,462",1,0.0,0,0,"24,035.4","257,036","9,392"
2019,8846,City of Hopkinsville,A,Bundled,O,KY,Municipal,TVA,,"13,295.0","122,272","9,851","16,065.0","143,390","2,941","3,215.0","63,401",2,0.0,0,0,"32,575.0","329,063","12,794"
2019,8847,City of Hopkinton - (IA),A,Bundled,O,IA,Municipal,MISO,Y,372.0,"2,552",323,245.0,"1,746",54,27.0,159,1,.,.,.,644.0,"4,457",378
2019,8871,City of Horton - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,901.5,"6,690",922,662.2,"5,968",295,98.4,737,3,.,.,.,"1,662.1","13,395","1,220"
2019,8883,Houlton Water Company,A,Bundled,O,ME,Municipal,NBSO,,"3,326.0","31,512","3,907","2,608.6","25,914","1,524","2,121.2","22,445",76,0.0,0,0,"8,055.8","79,871","5,507"
2019,8883,Houlton Water Company,C,Delivery,O,ME,Municipal,NBSO,,0.0,0,0,1.5,40,2,768.0,"33,031",1,0.0,0,0,769.5,"33,071",3
2019,8884,Terrebonne Parish Consol Gov't,A,Bundled,O,LA,Municipal,MISO,,"16,049.0","178,833","11,272","14,358.6","163,195","2,597",.,.,.,.,.,.,"30,407.6","342,028","13,869"
2019,8896,City of Houston - (MO),A,Bundled,O,MO,Municipal,AECI,Y,892.0,"9,418",829,"2,539.1","20,246",425,163.0,"3,710",4,.,.,.,"3,594.1","33,374","1,258"
2019,8898,Houston County Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,,"24,736.0","210,906","20,278","6,255.0","65,839","1,446","9,412.0","145,047",9,.,.,.,"40,403.0","421,792","21,733"
2019,8911,Howard Electric Coop,A,Bundled,O,MO,Cooperative,AECI,,"6,631.5","43,963","3,429",835.2,"7,941",134,.,.,.,.,.,.,"7,466.7","51,904","3,563"
2019,8919,City of Howard - (SD),A,Bundled,O,SD,Municipal,MISO,Y,749.4,"7,296",524,369.2,"3,853",100,218.1,"2,419",6,.,.,.,"1,336.7","13,568",630
2019,8924,Howard Greeley Rural P P D,A,Bundled,O,NE,Political Subdivision,SWPP,,"6,324.0","56,006","3,751","1,309.0","11,869",558,"2,601.0","7,867","1,256",0.0,0,0,"10,234.0","75,742","5,565"
2019,8934,"Howell-Oregon Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,,"34,285.3","302,688","22,007","5,771.5","56,654","2,374","4,400.6","50,378",114,.,.,.,"44,457.4","409,720","24,495"
2019,8949,City of Hubbard,A,Bundled,O,OH,Municipal,PJM,Y,"2,067.0","25,502","3,915","1,729.0","23,521",472,11.0,274,1,.,.,.,"3,807.0","49,297","4,388"
2019,8966,Hudson Municipal Electric Utility,A,Bundled,O,IA,Municipal,MISO,Y,"1,096.0","7,473",818,774.0,"5,688",344,0.0,0,0,0.0,0,0,"1,870.0","13,161","1,162"
2019,8972,City of Hudson - (OH),A,Bundled,O,OH,Municipal,PJM,,"9,940.6","76,215","6,009","10,921.6","95,157",871,.,.,.,.,.,.,"20,862.2","171,372","6,880"
2019,8973,Town of Hudson - (MA),A,Bundled,O,MA,Municipal,ISNE,,"11,164.6","101,344","11,390","3,615.2","40,740","1,761","9,115.3","75,787",161,.,.,.,"23,895.1","217,871","13,312"
2019,9000,Hughes Power & Light Co,A,Bundled,O,AK,Investor Owned,NA,Y,128.0,180,35,157.0,220,16,.,.,.,.,.,.,285.0,400,51
2019,9011,City of Hugoton - (KS),A,Bundled,O,KS,Municipal,SWPP,,"2,029.0","14,199","1,579","1,730.0","15,925",417,512.0,"5,725",2,.,.,.,"4,271.0","35,849","1,998"
2019,9022,City of Hubbell- (NE),A,Bundled,O,NE,Municipal,SWPP,Y,34.0,312,38,22.0,208,12,56.0,357,6,.,.,.,112.0,877,56
2019,9023,City of Humboldt,A,Bundled,O,TN,Municipal,TVA,,"4,515.0","43,741","3,425","5,961.0","57,236",979,"3,604.0","52,700",5,0.0,0,0,"14,080.0","153,677","4,409"
2019,9025,City of Hunnewell - (MO),A,Bundled,O,MO,Municipal,AECI,Y,141.0,"1,520",80,11.7,89,10,.,.,.,.,.,.,152.7,"1,609",90
2019,9067,City of Hope,A,Bundled,O,ND,Municipal,MISO,Y,304.1,"3,480",175,117.8,"1,975",22,.,.,.,.,.,.,421.9,"5,455",197
2019,9087,Town of Huntersville - (NC),A,Bundled,O,NC,Municipal,DUK,,"8,081.2","68,485","6,059","5,710.3","56,670",603,"6,448.8","121,675",2,.,.,.,"20,240.3","246,830","6,664"
2019,9088,City of Huntingburg - (IN),A,Bundled,O,IN,Municipal,MISO,Y,"3,504.0","31,893","2,994","2,143.0","20,476",462,"2,647.0","26,391",36,.,.,.,"8,294.0","78,760","3,492"
2019,9094,City of Huntsville - (AL),A,Bundled,O,AL,Municipal,TVA,,"259,978.0","2,538,225","165,804","220,220.0","2,177,812","22,317","31,447.0","476,727",28,0.0,0,0,"511,645.0","5,192,764","188,149"
2019,9096,City of Lafayette - (LA),A,Bundled,O,LA,Municipal,MISO,,"77,393.1","830,153","56,768","96,544.8","1,174,156","11,727",.,.,.,.,.,.,"173,937.9","2,004,309","68,495"
2019,9124,Hustisford Utilities,A,Bundled,O,WI,Municipal,MISO,,"1,528.6","11,893","1,348",801.0,"6,545",228,0.0,0,0,0.0,0,0,"2,329.6","18,438","1,576"
2019,9128,Hurricane City Power,A,Bundled,O,UT,Municipal,PACE,,"5,906.4","63,061","6,424","2,593.2","28,457",762,"2,856.0","34,001",45,.,.,.,"11,355.6","125,519","7,231"
2019,9130,Hutchinson Utilities Comm,A,Bundled,O,MN,Municipal,MISO,,"5,638.0","53,357","6,373","9,566.0","98,626",981,"9,667.0","118,891",3,0.0,0,0,"24,871.0","270,874","7,357"
